song_name,artist,album,genre
Night Train,Koralle,Night Train,rap
take me there,potsu,just friends,rap
autumn daze,charlie toØ human,Ruins & Heart Blossoms - Disc 1,rap
High as Fuck,Thelonious Coltrane,High as Fuck,rap
tilda,keko.the.dog,tilda,rap
Hokusai,Cap Kendricks,Hokusai,rap
Smoke One,Marcos Caixa,Smoke One,rap
Waterfloat,Green Assassin Dollar,Smile Again,rap
Cordite In The Air,mädmäx,Cordite In The Air,rap
Fire to Hire,Mr Mantega,Fire to Hire,rap
reconsider,Jost Esser,vanish,rap
Ji-Eun's Sunset,City Girl,Neon Impasse,rap
Grounds,DLJ,Grounds,rap
Stranger,Phlocalyst,Stranger,rap
Sunflower,Edward Sizzerhand,A Taste Of Honey,rap
Clouds,SamuW,Clouds,rap
vybes,Loop Schrauber,vybes,rap
It's Ok,Pandrezz,It's Ok,rap
Kopi Luwak,Shuko,Kopi Luwak,rap
repeat,Loop Schrauber,Repeat,rap
Treflip FS Blunt,Figub Brazlevic,Treflip FS Blunt / Méditerranée,rap
Chrome,7apes,Chrome,rap
Hydro,Cap Kendricks,Hydro,rap
It Felt Wrong,Jr. Wellness,It Felt Wrong,rap
Takeoff,High John,Takeoff,rap
Neighbors,Don Philippe,Neighbors,rap
Smile Again,Green Assassin Dollar,Smile Again,rap
Cheeky Steve,Mr Mantega,Cheeky Steve,rap
By,HNNY,Hosoi,rap
Soulstice,Freddie Joachim,Soulstice,rap
I need to paint my walls,A L E X,Chillhop Essentials Winter 2018,rap
Air Conditioning,Guustavv,Resan,rap
Desolate Blur,Jobii,Berk Jam,rap
bouquet of balloons,biosphere,Rekindle the Past,rap
Surf,Osoku,Tape A,rap
Nothing changes: everything is different,H.1,Nothing changes: everything is different,rap
faceless woman,less.people,respect.her,rap
Fresh Air,goosetaf,Memory Bloom,rap
Last Light in August,Chaxti,Nothing Is Left Behind,rap
chilling by your bedside.,beeno,decades.,rap
Laze,Flovry,Chillhop Essentials Spring 2019,rap
colors,mr_slace,circles,rap
spaced out,Cozy Collective,"Cozy Friends, Vol. 2",rap
OPalite,"Sarah, the Illstrumentalist",Pocket Full of Crystals: Vol 1,rap
free (at ease),fantompower,free (at ease),rap
Peninsula,Flughand,peaceful weibs,rap
Horologist,Osoku,Tinkering,rap
Sleep Deep,Omaure,Wingsuit,rap
Depiction,Wenzel,Depiction,rap
Alignment,Guustavv,Sova,rap
Pero Asi,Made in M,Chillhop Raw Cuts 2,rap
warm,Ameba,Wish You Were Here,rap
Spanish Galleon,Wun Two,Spanish Galleon / Jolie Rouge,rap
Waking Up to Sleep,Zeus the Elevated,Heaven's Gate,rap
Opium,Syndrome,Idolz,rap
Princess,soder.,Dreams of Dawn,rap
Morning Dew,fantompower,Chillhop Essentials Spring 2019,rap
Morio,Smoke Trees,Irratio,rap
Interstellar,Arbour,Interstellar,rap
Flunked This Semester,HM Surf,Waterbed,rap
Fragile Stevie,Jobii,Runoff,rap
NGC 6236,Toonorth,Adomania,rap
Caffè,Tears,"Chilled Beats, Vol. 02",rap
Evenings,Idealism,Evenings,rap
Reach,chief.,Stray,rap
smize,Meiji,Parallel Universe,rap
Waiting for You,mell-ø,Mellow Dramatic,rap
savacu,Wun Two,bird of paradise,rap
Mosaic - Skit,Psalm Trees,Psalm Trees,rap
Echoes,Dontcry,Echoes,rap
Bak Pak,Lunchmoney,Bak Pak,rap
Cocktails,Syndrome,Idolz,rap
Beginnings,Knowmadic,Strays,rap
Lavender,Casiio,Lavender,rap
Summertime,Musqitone,Summertime,rap
Not the Same,twuan,Days Come N Go,rap
bedroom,Smeyeul.,Bedroom Skits,rap
Blue and Green,Harris Cole,Colors,rap
With Tim,Guustavv,With Tim,rap
Circles,Snaer.,Lazy.Files,rap
Analog,leaf beach,Arrival,rap
Lakshmana,Made in M,Nest,rap
97,Bertholet,97,rap
balcony view,Leavv,essence,rap
Red Tide,xJK.,Red Tide,rap
Show and Prove,Es-K,Trust The Process,rap
Faintly,Shrimpnose,11:11(am),rap
Cause,Vhsceral,Some Year,rap
Flava,Manny,Flava,rap
Syrup,Dweeb,[Untitled] VI,rap
Panacea.,Misc.Inc,Panacea.,rap
RideOut,enjo,EnjoyLife,rap
Recollections,jrd.,Reflections,rap
Wasted Years,Arvo to me,Self Confidence,rap
viaduct creek,Delayde,blue moon,rap
Silence,Philanthrope,Waking Dreams,rap
Snitchfoot,Karavelo,Vacations,rap
Floating,wuf,Days / Winterwarm,rap
Aqua skies,leaf beach,Aqua skies,rap
blxt,asbeluxt,different.EP,rap
Winter Walks,Lungfulls,Lunula,rap
Fuse,Brenky,Winter Flakes,rap
Bridges,.Sinh,Bridges,rap
Out West,Sumwun,Suns,rap
Merci,jrd.,Guidance EP,rap
Green Tea,chief.,Summer Rain,rap
whereucomefrom.,oofoe,double oo tape,rap
Noairleft,Lostiu.,It'll Be Fine,rap
Loss,Chris Keys,Detour,rap
Rest Easy,Cozy Collective,"Cozy Waves, Vol. 2",rap
Crises,organic_kid,BLESS Vol. 2,rap
night time,Chill Children,bob le head,rap
sunday,Smeyeul.,warm nights,rap
4 [bump],[bsd.u],BLESS Vol. 2,rap
Village,Wun Two,Village,rap
The Road,Flynn,Cycles,rap
aural sex,less.people,respect.her,rap
Cereal Keef,7apes,Marbles,rap
1412,Afluen,ELASTIC CONSTANT.,rap
Reminisce,Howiewonder,Escape,rap
lay up,Bonnaz,low light,rap
our little pond,mommy,hometown,rap
Morning Mist Resort,Saito,Glidin' Along,rap
Leavin',Brenky,Previsão,rap
Cmnd,Dust Collectors,Seasonal Sounds / Summer,rap
sorry,chief.,late nights,rap
Hands Free,Saiko,Hands Free,rap
yellow chords,jhfly,handwarmers,rap
Pillars of Creation,BluntOne,Space Is the Place,rap
Revell,Smoke Trees,KO-OP 1,rap
Mohabbat,Kaam Bhaari,Mohabbat,rap
Chal Bombay,DIVINE,Kohinoor,rap
Dooriyan,Dino James,Dooriyan,rap
Lean On (with Emiway Bantai),Celina Sharma,Lean On (with Emiway Bantai),rap
Maya,Prabh Deep,Maya,rap
Lit Lit,Rahul Dit-O,Lit Lit,rap
Kohinoor,DIVINE,Kohinoor,rap
Wallah,DIVINE,Kohinoor,rap
UP-14,Raga,UP-14,rap
Nas Interlude (Skit),DIVINE,Kohinoor,rap
Naachne Ka Shaunq,Raftaar,Naachne Ka Shaunq,rap
Chhote Sunn,Loka,Chhote Sunn,rap
Gandhi Money,DIVINE,Kohinoor,rap
"Tamizhi - From ""Tamizhi""",Hiphop Tamizha,"Tamizhi (From ""Tamizhi"")",rap
Khat,Prabh Deep,Khat,rap
Rap Ka Mausam,Raga,Rap Ka Mausam,rap
Safar,Sikander Kahlon,Safar,rap
Haan Bhai,Fotty Seven,Haan Bhai,rap
K.O.,Prabh Deep,K.O.,rap
Karmasutra,Karma,Karmasutra,rap
Amar,Prabh Deep,Amar,rap
Nenjinile Rebirth,Chris G.,Nenjinile Rebirth,rap
Zeher,Kaam Bhaari,Zeher,rap
Asli Hip Hop,Ranveer Singh,Gully Boy,rap
Wargi Na,Sikander Kahlon,Wargi Na,rap
"Class-Sikh Maut, Vol. II",Prabh Deep,"Class-Sikh Maut, Vol. II",rap
Vengamavan,Hiphop Tamizha,Natpe Thunai (Original Motion Picture Soundtrack),rap
Mere Gully Mein (feat. Naezy),DIVINE,Mere Gully Mein (feat. Naezy),rap
Emiway-Samajh Mein Aaya Kya?,Emiway Bantai,Emiway-Samajh Mein Aaya Kya?,rap
Sauce,Sez on the Beat,Sauce,rap
Apna Time Aayega,Ranveer Singh,Gully Boy,rap
Semma Weightu,Harihara Sudhan,Kaala (Tamil) (Original Motion Picture Soundtrack),rap
City Slums,Raja Kumari,City Slums,rap
Aise Na Dekh Mujhe,Badshah,ONE (Original Never Ends),rap
Pakki Gal,Pam Sengh,Pakki Gal,rap
Kaam 25 - Sacred Games,DIVINE,Kaam 25 (Sacred Games),rap
Shaktimaan,Seedhe Maut,Bayaan,rap
My City,M.C. Azad,Most Wanted,rap
Kitn King in the North (feat. Byg Byrd),Sikander Kahlon,Mohali Messiah,rap
Kadak Ban,Emiway Bantai,Kadak Ban,rap
Sach Too Much hai,Muhfaad,Sach Too Much Hai,rap
My Whole Life,Rob C,Reloaded,rap
Rabb Rakha,BIR,Rabb Rakha,rap
Surviva (feat. Yogi B & Mali),Anirudh Ravichander,Vivegam (Original Motion Picture Soundtrack),rap
Azaad Hu Mai,Naezy,Azaad Hu Mai - Single,rap
Farak,DIVINE,Farak,rap
Rockin' with the Best,KRU172,Rockin' with the Best - Single,rap
Sherni,Prabh Deep,Manmarziyaan (Original Motion Picture Soundtrack),rap
Veera Thurandhara,Gana Bala,Kabali (Original Motion Picture Soundtrack),rap
Asal Hustle,Naezy,Asal Hustle,rap
Swag on 100 (feat. Sady Immortal),Sikander Kahlon,Swag on 100 (feat. Sady Immortal),rap
Out of Control,Haji Springer,Out of Control - Single,rap
Mili Raahat,Raga,Mili Raahat,rap
Roots (feat. Raja Kumari),DIVINE,Roots (feat. Raja Kumari),rap
Squad Mera,Splash,U R,rap
Fake Yeezys,KKG,Fake Yeezys,rap
Aane De,Naezy,Aane De - Single,rap
Suede Gully,Puma,Suede Gully,rap
Shut Up,KKG,Shut Up,rap
Jungli Sher,DIVINE,Jungli Sher,rap
Anthem for the North East - Extended Version,Feyago,Hip Hop Homeland North East,rap
Aji Mera Ghanta,Muhfaad,Aji Mera Ghanta,rap
Vekhi Ja,Prabh Deep,The Indian Hip-Hop Compilation Volume 1,rap
Denzel (feat. Andy Grewal),Sikander Kahlon,Mohali Messiah,rap
With U,SwuM,With U,rap
sekao,Delayde,running around dreaming,rap
Aconcagua,Slumberville,Aconcagua,rap
thinking of you,mommy,Inaudible,rap
Crossroads,Hanz,Chillhop Essentials Winter 2018,rap
"memories of her, last winter",Rook1e,"memories of her, last winter",rap
_away,MARTIN $KY,_away,rap
Now That You're Gone,Kavv,Now That You're Gone,rap
Murmuration,Blue Wednesday,Chillhop Essentials Spring 2019,rap
Unfaithful,H E R B,Break,rap
Tokyo,Drevm,Tokyo,rap
Away with the Fairies,Philanthrope,Away with the Fairies,rap
Careless,Coastal,Careless,rap
distance,Nohidea,distance,rap
Unthinkable,Idealism,Unthinkable,rap
The Finish Line,Middle School,The Finish Line,rap
Lost in Flight,SwuM,Lost in Flight,rap
Light Beams,Guustavv,Vin,rap
Sometimes,MARTIN $KY,Sometimes,rap
Espoir,Philanthrope,Espoir,rap
Testing Tubes,Praizee,Testing Tubes,rap
Float,SPEECHLESS,Float,rap
Flor Passionis,Styn,Flor Passionis,rap
"selfish, Pt. 1",frumhere,selfish,rap
Tiny Sailboat,Kupla,Coniferous,rap
Fireworks,Nymano,Hometown,rap
Pizza,Statistix,Pizza,rap
Multidimensional,"Sarah, the Illstrumentalist",All The Feels,rap
we'll stay inside when it rains,Rook1e,we'll stay inside when it rains,rap
Céleste,Psalm Trees,Céleste,rap
Back to Life,Sofasound,Back to Life,rap
sundown,mt. fujitive,sundown / whisper,rap
orange crunch,mommy,tv-guides . (mini-tape),rap
You Don't Know,Psalm Trees,You Don't Know What Love Is,rap
Afloat,Kupla,Imaginary,rap
Rxbury 02119,Jorge Milliano,Dosages,rap
Moodswing,Deauxnuts,Moodswing,rap
Hotel,Dylan Sitts,Glazed,rap
Kyona,Two Sleepy,Kyona,rap
Sunflower Serenade,Minthaze,Sunflower Serenade,rap
SaDa,furino,SaDa,rap
Sunset,Hyperparadise,Untitled Beat Tape,rap
Quiet Nights,Epektase,Quiet Nights,rap
infinity,Oatmello,infinity,rap
Law,Sleepdealer,Isla,rap
Lesson on Counting,"quickly, quickly",Lesson on Counting,rap
Coastal Walks,.Sinh,Coastal Walks,rap
pheuratix,mr_slace,pheuratix,rap
Endless Ether,fantompower,infinite (i),rap
Soul Mates,Jazzinuf,Soul Mates,rap
Rose Garden,Kupla,Imaginary,rap
Lvndr,Lilac,Vrbna // lvndr,rap
Cloudy,HM Surf,Mujura,rap
busking,_tag,busking,rap
us,Miscél,us,rap
Nova,[ocean jams],Locales,rap
Lullabyes,Aviscerall,Aviscerall,rap
Sex for Breakfast II,Lo'fi Boy,Sex for Breakfast II,rap
Click,Dontcry,Stray,rap
Don't Mind Me,Fallen Roses,Don't Mind Me,rap
Decisions,NAGASHI,Decisions,rap
i wish it would never stop snowing,Sleepy Fish,Chillhop Essentials Spring 2019,rap
better things,Ymori,Better Things,rap
Take Me Back,WYS,North Pole,rap
Yokohama,Nathan Kawanishi,Yokohama,rap
Far Away,Leavv,Far Away,rap
Nepenthe,goosetaf,Nepenthe,rap
Faces,Knowmadic,Faces,rap
Levitating,invention_,Chillhop Essentials Spring 2019,rap
Life,Slumberville,Mirage,rap
Amorita,Mujo,Amorita,rap
CHASE,twuan,STAY HOME,rap
Wumbo,Harris Cole,Wumbo,rap
Paperplanes,DAO,Paperplanes,rap
Better Together,Koosen,Better Together,rap
Pyrite,"Sarah, the Illstrumentalist",Pocket Full of Crystals: Vol 2,rap
Golden Hours,Justnormal,Autumn Here,rap
Salt Lamp,Jobii,Runoff,rap
Shh,Rajstar,Shh,rap
Search for Tomorrow,Kupla,Search for Tomorrow,rap
Moon Light,Ymori,Moon Light,rap
Moody,Yasper,Build,rap
Yesterday,chief.,Chillhop Daydreams,rap
Long Way Home,.Sinh,Long Way Home,rap
Perspective,Barnes Blvd.,Chillhop Daydreams,rap
Jewelry Remover,Justnormal,Burgundy Blues,rap
al pasito/timeless,n o r m a l,al pasito timeless,rap
Peach,Glimlip,Peach,rap
Happy To Help,Fallen Roses,Happy To Help,rap
Impermanence,autumn keys,Impermanence,rap
i brought her flowers.,frumhere,same time next year,rap
Novacane,Lusca061,Novacane,rap
Four Seasons,Deauxnuts,Four Seasons,rap
Good News,Mac Miller,Circles,rap
No Fucks (feat. Sueco The Child and AzChike),1takejay,No Fucks (feat. Sueco The Child and AzChike),rap
20/20,Lil Tjay,20/20,rap
DO DAT (feat. DaBaby & Lil Baby),Stunna 4 Vegas,RICH YOUNGIN,rap
GANG GANG,JACKBOYS,JACKBOYS,rap
Ayy Macarena,Tyga,Ayy Macarena,rap
Hella Neck,Carnage,Hella Neck,rap
why u look mad,Lil Tecca,why u look mad,rap
Death,Trippie Redd,A Love Letter To You 4,rap
Poles,Quin Nfn,4NUN,rap
Start Wit Me (feat. Gunna),Roddy Ricch,Please Excuse Me For Being Antisocial,rap
How I Move (feat. Lil Baby),Flipp Dinero,LOVE FOR GUALA,rap
Darkness,Eminem,Music To Be Murdered By,rap
Welcome to Chilis,Yung Gravy,Welcome to Chilis,rap
Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),Quando Rondo,Bad Vibe (feat. A Boogie Wit da Hoodie & 2 Chainz),rap
Ballin' (with Roddy Ricch),Mustard,Perfect Ten,rap
Hand Me Downs,Mac Miller,Circles,rap
Millions,Young Thug,So Much Fun (Deluxe),rap
Behind Barz - Bonus,Drake,Top Boy (A Selection of Music Inspired by the Series),rap
Hold On,N7,Hold On,rap
Costa Rica,Bankrol Hayden,Costa Rica,rap
Vendetta,KILLY,Vendetta,rap
on god,bbno$,i don't care at all,rap
Enemies (feat. DaBaby),Post Malone,Hollywood's Bleeding,rap
VALENTINO,24kGoldn,DROPPED OUTTA COLLEGE,rap
CASH COW,NGHTMRE,CASH COW,rap
Too Soft,6ixbuzz,NorthernSound,rap
U Played (feat. Lil Baby),Moneybagg Yo,Time Served,rap
On The Road (feat. Meek Mill & Lil Baby),Post Malone,Hollywood's Bleeding,rap
Audi II,Smokepurpp,Deadstar 2,rap
Out Of Your Mind (feat. Swae Lee & Chris Brown),French Montana,MONTANA,rap
Christopher Walking,Pop Smoke,Christopher Walking,rap
shining on my ex,bbno$,i don't care at all,rap
All I Know,Jordan Solomon,All I Know,rap
GATTI,JACKBOYS,JACKBOYS,rap
Bossanova,Lil Tecca,We Love You Tecca,rap
Live This Wild,Lil Mosey,Live This Wild,rap
Ooouuu (feat. Blac Youngsta),YBN Almighty Jay,Ooouuu (feat. Blac Youngsta),rap
Sticky Situation,anders,Sticky Situation,rap
Beach Ballin' (feat. blackbear),Yung Pinch,Beach Ballin' (feat. blackbear),rap
PRESS,Boslen,BLACK LOTUS,rap
Protect Da Brand (feat. DaBaby),Moneybagg Yo,Time Served,rap
Charades,Why G,Charades,rap
Virgil Discount,T.R.U.,Virgil Discount,rap
100 dni do matury,Mata,100 dni do matury,rap
Noc Polarna,Szpaku,Noc Polarna,rap
VOGUE,Bedoes,Opowieści z Doliny Smoków,rap
Rajaner,Kizo,Rajaner,rap
Patointeligencja,Mata,Patointeligencja,rap
Gubię kroki,White 2115,Gubię kroki,rap
Chinatown,Kali,Droga koguta,rap
Kochaj Mnie,Szpaku,Kochaj Mnie,rap
Magenta (prod. Auer),Pezet,Muzyka współczesna,rap
DOOKOŁA BLOKÓW,Kabe,Albinos,rap
Koryto,BORCREW,BORCREW ALBUM,rap
Jungle Boyz,Malik Montana,Import / Export,rap
Ptak,Deemz,Ptak,rap
Justin Bieber,Oki,Justin Bieber,rap
Impreza,Sobel,Impreza,rap
1998 (mam to we krwi),Bedoes,1998 (mam to we krwi),rap
Trumna,Sarius,Pierwszy Dzień Po Końcu Świata,rap
Nowe dzwięki,Żabson,Internaziomal,rap
Tryb komfort,Kizo,Tryb komfort,rap
Mieć i nie mieć,Jetlagz,Szum,rap
DEMONY,DZIARMA,V,rap
bigos,schafter,bigos,rap
Tango,Mata,100 dni do matury,rap
Dzieci burzy,BORCREW,Dzieci burzy,rap
Brzydkie rzeczy,Bedoes,Brzydkie rzeczy,rap
Bravi Ragazzi,Tymek,Bravi Ragazzi,rap
Kevin,Otsochodzi,Kevin,rap
Miasto 24H,Kizo,Miasto 24H,rap
ZMSW [QQ Untitled01],Qry,ZMSW [QQ Untitled01],rap
Tempo,Olszakumpel,Tempo,rap
Czarne Oczy (Chilaca),Wac Toja,Czarne Oczy (Chilaca),rap
TIRy,BORCREW,TIRy,rap
Pałac,White 2115,Pałac,rap
Co u Ciebie?,Filipek,Bipolar,rap
Nie chcę,O.S.T.R.,Nie chcę,rap
pager,schafter,audiotele,rap
Opowieści z Doliny Smoków,Bedoes,Opowieści z Doliny Smoków,rap
Ziom z papieru,BORCREW,Ziom z papieru,rap
VHS,PlanBe,VHS,rap
Chemia,BLACHA,Chemia,rap
Anioły i Demony,Tymek,Anioły i Demony,rap
Mitoman,Malik Montana,Mitoman,rap
Wszystko co mam,Otsochodzi,Wszystko co mam,rap
Popiół (prod. Szwed),Płomień 81,Popiół (prod. Szwed),rap
Restart,Shellerini,Restart,rap
NICKI,Trill Pem,NICKI,rap
Floyd Mayweather,Żabson,Floyd Mayweather,rap
jolka,chillwagon,jolka,rap
cirque du soleil,schafter,cirque du soleil,rap
Trzy Butelki,White 2115,Trzy Butelki,rap
Mrs. Officer,Lil Wayne,Tha Carter III,rap
Buy U a Drank (Shawty Snappin'),T-Pain,Epiphany,rap
Some Cut (feat. Cutty),Trillville,The Crunk Recordings: Hits From The Pioneers And Players Of Crunk,rap
Ride Wit Me,Nelly,Country Grammar,rap
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,Flockaveli,rap
Best I Ever Had,Drake,Thank Me Later (Int'l Version),rap
I'm Sprung,T-Pain,Rappa Ternt Sanga,rap
It's Goin' Down (feat. Nitti),Yung Joc,New Joc City (Explicit Content U.S. Version),rap
Int'l Players Anthem (I Choose You) (feat. OutKast),UGK,UGK (Underground Kingz),rap
Steady Mobbin,Young Money,We Are Young Money,rap
All Falls Down,Kanye West,The College Dropout,rap
Overnight Celebrity,Twista,Kamikaze,rap
Soul Survivor,Jeezy,Let's Get It: Thug Motivation 101,rap
Still Tippin' (feat. Slim Thug & Paul Wall),Mike Jones,Who Is Mike Jones?,rap
Laffy Taffy,D4L,Down For Life,rap
Grove St. Party (feat. Kebo Gotti),Waka Flocka Flame,Flockaveli,rap
Tell Me,Smilez and Southstar,Crash the Party,rap
Hate It Or Love It,The Game,The Documentary,rap
Kiss Me Thru The Phone,Soulja Boy,iSouljaBoyTellem,rap
Wanna Be A Baller,Lil' Troy,Sittin' Fat Down South,rap
Stuntin' Like My Daddy - Street,Birdman,Like Father Like Son,rap
Grillz - Dirty,Nelly,Grillz,rap
Roses,OutKast,Speakerboxxx/The Love Below,rap
Hypnotized (feat. Akon),Plies,The Real Testament,rap
I Need A Hot Girl,Hot Boys,Guerrilla Warfare,rap
Ice Cream Paint Job,Dorrough Music,Dorrough Music,rap
Good Times,Styles P,A Gangster And A Gentleman,rap
Knuck If You Buck (feat. Lil' Scrappy),Crime Mob,Crime Mob (U.S. PA Version),rap
Sunshine (feat. Lea) - Explicit Album Version,Lil' Flip,U Gotta Feel Me,rap
#1 Stunna,Big Tymers,I Got That Work,rap
21 Questions,50 Cent,Get Rich Or Die Tryin',rap
Freek-A-Leek,Petey Pablo,Still Writing In My Diary: 2nd Entry,rap
Whatever You Like,T.I.,Paper Trail,rap
Throw Some D's,Rich Boy,Rich Boy,rap
Still Fly,Big Tymers,Hood Rich,rap
Let The Beat Build,Lil Wayne,Tha Carter III,rap
Independent (feat. Lil' Boosie and Lil' Phat),Webbie,Savage Life 2 (Explicit Version),rap
Karma,Lloyd Banks,The Hunger For More,rap
"Lean Wit It, Rock Wit It",Dem Franchize Boyz,On Top Of Our Game,rap
Oh Boy,Cam’ron,Come Home With Me,rap
A Milli,Lil Wayne,Tha Carter III,rap
I Got 5 On It,Luniz,Operation Stackola,rap
Back Then,Mike Jones,Who Is Mike Jones?,rap
Just A Lil Bit,50 Cent,The Massacre,rap
Air Force Ones,Nelly,Nellyville,rap
Hood Nigga,Gorilla Zoe,Welcome To The Zoo,rap
Put It On Me,Ja Rule,Rule 3:36,rap
Tipsy - Radio Mix,J-Kwon,Tipsy,rap
In Da Club,50 Cent,Get Rich Or Die Tryin,rap
Dear Summer,Memphis Bleek,534,rap
Lemonade,Gucci Mane,The State vs. Radric Davis,rap
Never Scared (feat. Killer Mike & T.I.) - Club Mix,Bone Crusher,AttenCHUN!,rap
Through The Wire,Kanye West,The College Dropout,rap
Wouldn't Get Far,The Game,Doctor's Advocate,rap
Hard in Da Paint,Waka Flocka Flame,Flockaveli,rap
Shorty Wanna Ride,Young Buck,Straight Outta Cashville,rap
Go DJ,Lil Wayne,Tha Carter,rap
Slow Jamz (feat. Kanye West & Jamie Foxx),Twista,Kamikaze,rap
Wasted (feat. Plies),Gucci Mane,The State vs. Radric Davis (Deluxe),rap
Right Thurr,Chingy,Jackpot,rap
Welcome to Atlanta (feat. Ludacris),Jermaine Dupri,Instructions (Explicit Version),rap
Sittin' Sidewayz (feat. Big Pokey),Paul Wall,The Peoples Champ,rap
Say I Yi Yi,Ying Yang Twins,Alley: The Return of the Ying Yang Twins,rap
Over,Drake,Thank Me Later,rap
U and Dat (feat. T. Pain & Kandi Girl),E-40,My Ghetto Report Card,rap
"I Need a Girl, Pt. 2 (feat. Loon, Ginuwine & Mario Winans)",Diddy,Bad Boy's 10th Anniversary- The Hits,rap
Anything,JAY-Z,The Truth,rap
Country Grammar (Hot Shit),Nelly,Country Grammar,rap
Can't Tell Me Nothing,Kanye West,Graduation,rap
Snap Yo Fingers,Youngbloodz,Snap Yo Fingers - Single,rap
Ambitionz Az A Ridah,2Pac,All Eyez On Me,rap
No Problem,Lil Scrappy,The Crunk Recordings: Hits From The Pioneers And Players Of Crunk,rap
Ain't I - main voc up,Yung L.A.,Ain't I,rap
Good Life,Kanye West,Graduation,rap
Shine,Lil Wayne,Lights Out,rap
Crank That (Soulja Boy),Soulja Boy,souljaboytellem.com,rap
Poppin' My Collar - feat. Project Pat - Explicit,Three 6 Mafia,Most Known Unknown (New Package-Explicit),rap
Wat Da Hook Gon Be - Dirty,Murphy Lee,Murphy's Law,rap
Put On,Jeezy,The Recession,rap
Money To Blow - Street Version,Birdman,Pricele$$,rap
Twinz (Deep Cover 98) (feat. Fat Joe),Big Pun,Capital Punishment (Explicit Version),rap
"So Fresh, So Clean",OutKast,Stankonia,rap
I'm a King,P$C,25 To Life,rap
Make Me Better,Fabolous,From Nothin' To Somethin' (Bonus Track Version),rap
Hey Ma,Cam’ron,Come Home With Me,rap
What's Your Fantasy (Featuring Shawna),Ludacris,Back For The First Time,rap
Shoulder Lean (feat. T.I.),Young Dro,Best Thang Smokin' (Explicit Version),rap
Locked Up,Akon,Trouble,rap
Jesus Walks,Kanye West,The College Dropout,rap
Dem Boyz,Boyz N Da Hood,Boyz N Da Hood,rap
Go Crazy (Remix),Jeezy,Let's Get It: Thug Motivation 101,rap
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,Jealous Ones Still Envy (J.O.S.E),rap
Stay Fly - Explicit Album Version,Three 6 Mafia,Most Known Unknown (Explicit),rap
Down And Out,Cam’ron,Purple Haze,rap
Xxplosive,Dr. Dre,2001,rap
Game Over,Lil' Flip,U Gotta Feel Me,rap
Take It To Da House (feat. The Slip N' Slide Express),Trick Daddy,THUGS ARE US,rap
Money in the Bank (feat. Young Buck) - Remix,Lil Scrappy,Bred 2 Die Born 2 Live (Explicit Version),rap
One Call Away,Chingy,Jackpot,rap
Lollipop,Lil Wayne,Tha Carter III,rap
Money In The Grave (Drake ft. Rick Ross),Drake,The Best In The World Pack,rap
goosebumps,Travis Scott,Birds In The Trap Sing McKnight,rap
Suge,DaBaby,Baby On Baby,rap
Ransom,Lil Tecca,Ransom,rap
Sanguine Paradise,Lil Uzi Vert,Sanguine Paradise,rap
No Role Modelz,J. Cole,2014 Forest Hills Drive,rap
Rodeo,Lil Nas X,7 EP,rap
These Days,Mike Stud,This Isn't The Album,rap
iSpy (feat. Kodak Black),KYLE,iSpy (feat. Kodak Black),rap
XO TOUR Llif3,Lil Uzi Vert,XO TOUR Llif3,rap
The London (feat. J. Cole & Travis Scott),Young Thug,The London,rap
Come Get Her,Rae Sremmurd,SremmLife,rap
Bank Account,21 Savage,Issa Album,rap
"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",PnB Rock,"Horses (with PnB Rock, Kodak Black & A Boogie Wit da Hoodie)",rap
EARFQUAKE,"Tyler, The Creator",IGOR,rap
Everyday,Logic,Bobby Tarantino II,rap
Tap (feat. Meek Mill),NAV,Bad Habits (Deluxe),rap
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),rap
Weekend (feat. Miguel),Mac Miller,GO:OD AM,rap
do re mi,blackbear,digital druglord,rap
Antidote,Travis Scott,Rodeo (Expanded Edition),rap
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,At What Cost,rap
44 More,Logic,Bobby Tarantino II,rap
It's A Vibe,2 Chainz,Pretty Girls Like Trap Music,rap
No Hands (feat. Roscoe Dash & Wale),Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),rap
F.B.G.M.,T-Pain,F.B.G.M.,rap
Keepin it movin am & guv demo.mp3,Andy Mineo,Keepin it movin am & guv demo.mp3,rap
Gold Roses (feat. Drake),Rick Ross,Gold Roses (feat. Drake),rap
HUMBLE.,Kendrick Lamar,DAMN.,rap
PICK IT UP (feat. A$AP Rocky),Famous Dex,Pick It Up (feat. A$AP Rocky),rap
I Mean It (feat. Remo),G-Eazy,These Things Happen,rap
Killshot,Eminem,Killshot,rap
Swish,Mike Stud,These Days,rap
White Iverson,Post Malone,White Iverson,rap
Wavy (feat. Joe Moses),Ty Dolla $ign,Wavy (feat. Joe Moses),rap
LOVE. FEAT. ZACARI.,Kendrick Lamar,DAMN.,rap
DEVASTATED,Joey Bada$$,ALL-AMERIKKKAN BADA$$,rap
wokeuplikethis* (feat. lil uzi vert),Playboi Carti,woke up like this* (feat. lil uzi vert),rap
